sample_id,panel,label,source_file,CD7,CD56,CD34_CY55,CD117,CD33,HLA_DR,CD13_BV421,CD45_KO
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,-0.09620996049368873,0.3158741994230447,-1.5485581222286193,0.4157686204425547,-0.29044273764041056,1.3620844756986445,-0.07896133832907015,0.9783053595020345
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,-0.7673521946814222,-0.2466410585531168,-0.3727133655543115,-0.2677626938803653,-0.34518056827018767,-0.3024807795714893,0.9406120461123353,-0.14436879527049987
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,-0.6109134938062981,-0.668815259359415,0.58361991900657,0.07303907035709276,-0.7230331352976883,0.257396771393926,0.1271592884718489,-0.11989058149322418
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,-0.5077455377894072,0.06647066156759089,0.027836653178010567,0.18465740909974374,0.016445517652623847,-0.147675268805487,1.2505084191262286,0.49450575228040267
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,-0.29621622217562094,0.2567002467856278,0.22089227626960428,0.3501017522108879,0.9621843180970087,1.006865099553853,2.0768426971574394,1.393727371232255
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,0.0235883126124242,-0.10531124673657938,-0.520014903952035,-0.3581590136666995,0.03310427356795893,-0.002642360083647823,0.8326645597980522,0.340091996564496
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,2.562122550994489,1.844476659734155,0.3156202683406353,0.029909700790089488,-2.123494481907173,-2.56201587037627,-0.3282115344374645,1.0541979152646122
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,0.0729229754375057,0.048179669508198825,-0.1598389726201977,0.1276434197616502,-0.06381158545720456,-0.017237485247006717,1.5024942238691825,0.7829877799180552
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,1.4994749335676287,0.3845537104294735,-0.5519252705263086,-0.049921742573043944,-0.9636364366931373,-0.32587804590120695,-0.5482951042815477,0.9641599823424807
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,0.30030036581838826,-0.01696735271035907,0.282964455356707,0.3326910005526346,0.6732861711698511,0.26798394345518256,0.4298582304932243,-0.007820825431822788
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,-0.8189094774566097,-0.4034647409361682,-0.3030257711175213,-0.25507627892932605,-1.0356294951975304,-0.455490203088783,-0.9589073505777488,-1.1598242353806172
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,0.8472816294034822,0.30775590209867104,1.4214749335554524,1.3089141868886067,-0.9592533407325974,0.37529911149552536,1.1565149013266143,-0.40159270993714946
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,-0.25163068920835147,0.048179669508198825,-0.45796906551276995,0.020454683057921048,0.5051002338573684,0.24355115072096886,0.01120692128521538,-0.030493895005611234
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,1.771003635795341,0.5057188362309396,-0.9323724763747773,-0.15165361138818678,-1.4219391970348423,0.2888945046867077,-0.46463954492716586,1.3187543812618843
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,-0.17537664952894685,0.06647066156759089,0.01627527955876929,-0.02639103254281594,-0.06481907786773401,-0.6412993897072808,1.4141243535085268,0.38547760989174035
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,0.11541318417936121,-2.4883823564299368,-0.6451291405676493,-1.8032018135884413,-1.2683752285527121,-3.1341830851406187,-1.0558971862467477,0.8083639899880036
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,1.97281579449183,0.5233305587915416,0.08819046054940102,0.14061650280277557,-0.9636364366931373,-0.11073921334924945,-0.4553468464588819,0.9224662544058745
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,-0.652326194511826,-0.180854506796363,-0.1292925004979781,-0.049921742573043944,-0.20019877583866794,-2.519300407959375,1.1154438610632191,0.15676018431907562
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,0.32611716286654224,0.03568162283837916,1.479845277147055,1.0846884384496878,-0.6001059182244712,0.7810180602212095,-0.14152509582832387,-1.0078216421347947
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,1.0988005081062762,0.12384470817344922,1.5386711217225317,1.2596021724250928,-0.34320173479567306,0.5309738538231175,0.5871919985747438,-0.9119770693655714
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,0.3618783264484804,0.4906537109871936,0.969651080996872,0.5152064753361951,-0.2522749853958137,0.7812542301633965,1.03745083766535,0.7026931478985851
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,-0.600914135003903,-0.13776617808065092,-0.4134731449014686,-1.8908938104178294,-0.8198503239155969,-2.6171224257354733,-0.9589073505777488,-2.2659679416315806
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,1.797041073113906,0.641643364576387,-0.2918647311901225,0.010680203613884555,-4.386693711202668,-0.5150090040064172,-1.0384825657029955,1.1541587184674147
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,-0.2154527188608942,-0.023871187687576248,-0.0681729355035528,-0.28102449287971615,-0.058810507349363904,-0.03350350228314867,1.1877719696167537,0.4788336431521938
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,1.162080447062771,-0.16326167733928607,1.2712227949763795,1.0293606781128881,-0.6093796464727816,0.4469606143173845,-0.7564232719516875,-0.8302663801749214
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,2.3290437318507498,1.0443348015216243,0.23414454170147664,0.2887217781791961,-1.0798279914744657,-0.18465233964091216,-0.24479202294477242,1.1299021696938174
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,-0.8743450296336098,-0.36639844988307685,-0.19922709956270382,-0.03791743014036207,-0.24364582806499255,-1.0461551396872746,1.4938329762891478,0.8343793853514972
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,-0.08134951231251832,-0.18983986136869122,0.2294529751940558,0.30533200011096345,0.848134026759575,1.3456967252614855,1.8403710664528157,1.1001295151578543
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,0.53988250717352,0.41968325314538785,0.4983511344608346,0.5320515231392365,0.8221274759811081,0.8576962767115762,1.9743612911729076,1.367908242221368
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,0.8943323893850182,-0.07445660593865673,1.3834234643142038,1.3279396955427,-0.5484381671385943,0.45397532904140503,0.929186151257255,-0.9896157889000894
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,2.2708450111556546,0.9681705390516208,-0.1924365951516408,-0.24291791383222255,-3.9219618795289577,-0.25240329744851714,-0.6227320524184593,0.9275796124447522
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,2.8882226756611735,2.0199637974030935,0.521112613594514,0.3193352635016062,-0.883723871340554,-2.7360201627842393,-0.19796539675603633,1.355794182448718
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,2.7379028258937423,1.7639270110152188,0.5458126431910841,0.25232895262115945,-3.090970422367798,-0.9855781468222606,-0.3295389898891715,1.3287027029266407
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,-0.19228568053447992,0.10152245587735684,-0.32026345526070227,0.10702213008809917,0.13963428690717786,-0.10825578793067882,1.6058265992376566,0.8373692797331589
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,0.1555833125580635,-0.15464726108369123,-0.9534272380154313,0.10343756788835382,0.6282423429641275,0.2793541352855578,0.2587508965856337,0.004897627356413026
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,0.5163198806813685,0.2107196520804602,1.5156152045950873,1.331506442286403,-0.48131010063631696,0.6179132137638595,1.1083180202401928,-0.5499778527861702
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,0.5768827262423069,0.6535071994162143,0.5138184283238919,0.7610342896784131,0.10462327380368516,1.3097797383516692,0.458670197304007,0.39505731597110966
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,0.554493387667691,0.44643179797184535,0.5293168679518158,0.6273536277234523,1.1655111768785003,1.3940237677088247,1.6486877578268329,0.843993447573637
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,0.5292656519446743,-1.1360992333663806,1.1807673427170302,1.1115350604380423,-1.1038264364895525,0.5826445439296059,0.4025536056159787,-0.9562736220747493
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,2.7255762424252414,1.8434260720795486,0.4564944269008707,-0.043857389533437006,-1.0976955953941019,0.3708416790470321,-0.18456752176297792,1.3512630543348825
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,-0.5813137284806712,-0.003383989575880544,1.250945096547758,1.2064286050595856,-1.0976955953941019,0.42113469680344745,0.4714581882078891,-1.1262029450382753
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,2.1975229386190693,0.900714182124561,-0.12340721236928892,-1.8589202445418584,-1.0798279914744657,-0.05479849673420257,-0.5473022161317112,1.1800960402124
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,1.0131256898985408,0.3357205098575252,1.542977293586375,1.5042104689317168,-0.21225747611038587,1.0536616354713193,1.343079862383726,-0.3339900191496471
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,-0.25163068920835147,0.2698601963954104,-0.5860797249651686,0.08481615318781452,-0.07606615588706296,-0.9855781468222606,1.727675607472509,0.8093311332329712
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,-0.033875890185942725,0.11278314317874263,0.05828040801970731,0.2848972291002565,0.538422345025375,0.1927373353550387,0.11935814510296194,-0.1667148115243013
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,0.3428385628555091,0.14007877161505827,1.2793196674828182,1.3670395946235536,-0.6466420233673169,0.8068867739722231,1.2335725432985878,-0.659093494845952
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,-0.20959223102131655,-0.959824542172978,-0.7324309497195352,-0.015306031791782587,-0.8910570825731436,0.20374831733239854,-0.670342399256787,1.3400642522280983
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,0.10406611305267156,0.009910747575512318,1.4739943981911419,1.2536097127172123,-0.6188655012068253,0.547133886694586,0.06556328101971658,-1.4133125466332523
BLAST110_100_P1_clean,P1,AML_Dx,BLAST110_CLEAN/CSV/AML_Dx/BLAST110_100_P1_clean.csv,1.9695008219585177,0.772958102059387,-0.2371398347953901,-2.031907857879734,-3.803121706649392,-0.32587804590120695,-0.9484337413987389,1.0445738836872451
